Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       7/7           void std::_Destroy<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> >*>(std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> >*, std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> >*) [296]
-----------------------------------------------
                0.00    0.00      30/30          aalta_formula::simplify_or(aalta_formula*, aalta_formula*) <cycle 1> [249]
[298]    0.0    0.00    0.00      30         aalta_formula::mutex(aalta_formula*, std::tr1::unordered_set<int, std::tr1::hash<int>, std::equal_to<int>, std::allocator<int> >&, std::tr1::unordered_set<int, std::tr1::hash<int>, std::equal_to<int>, std::allocator<int> >&) [298]
                0.00    0.00      25/25          std::tr1::_Hashtable<int, int, std::allocator<int>, std::_Identity<int>, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::insert(int const&) [301]
                0.00    0.00      25/25          std::tr1::_Hashtable<int, int, std::allocator<int>, std::_Identity<int>, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::find(int const&) [327]
                0.00    0.00      25/50          std::tr1::_Hashtable<int, int, std::allocator<int>, std::_Identity<int>, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::end() [799]
                0.00    0.00      25/25          bool std::tr1::__detail::operator!=<int, false>(std::tr1::__detail::_Hashtable_iterator_base<int, false> const&, std::tr1::__detail::_Hashtable_iterator_base<int, false> const&) [859]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [282]
[299]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN19nondeter_prog_state12_unsatisfiedE [299]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [300]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN19nondeter_prog_state12_unsatisfiedE [299]
[300]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [300]
                0.00    0.00       4/290046      std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> >::unordered_set(unsigned long, aalta_formula::af_prt_hash2 const&, aalta_formula::af_prt_eq const&, std::allocator<aalta_formula*> const&) [24]
                0.00    0.00       4/290049      std::allocator<aalta_formula*>::allocator() [479]
                0.00    0.00       4/2184207     std::allocator<aalta_formula*>::~allocator() [391]
                0.00    0.00       1/1           std::vector<nondeter_prog_state*, std::allocator<nondeter_prog_state*> >::vector() [1366]
-----------------------------------------------
                0.00    0.00      25/25          aalta_formula::mutex(aalta_formula*, std::tr1::unordered_set<int, std::tr1::hash<int>, std::equal_to<int>, std::allocator<int> >&, std::tr1::unordered_set<int, std::tr1::hash<int>, std::equal_to<int>, std::allocator<int> >&) [298]
[301]    0.0    0.00    0.00      25         std::tr1::_Hashtable<int, int, std::allocator<int>, std::_Identity<int>, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::insert(int const&) [301]
                0.00    0.00      25/25          std::tr1::_Hashtable<int, int, std::allocator<int>, std::_Identity<int>, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::_M_insert(int const&, std::tr1::integral_constant<bool, true>) [302]
-----------------------------------------------
                0.00    0.00      25/25          std::tr1::_Hashtable<int, int, std::allocator<int>, std::_Identity<int>, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::insert(int const&) [301]
[302]    0.0    0.00    0.00      25         std::tr1::_Hashtable<int, int, std::allocator<int>, std::_Identity<int>, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::_M_insert(int const&, std::tr1::integral_constant<bool, true>) [302]
                0.00    0.00      25/25          std::tr1::_Hashtable<int, int, std::allocator<int>, std::_Identity<int>, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::_M_insert_bucket(int const&, unsigned long, unsigned long) [310]
                0.00    0.00      25/50          std::tr1::__detail::_Hash_code_base<int, int, std::_Identity<int>, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_M_bucket_index(int const&, unsigned long, unsigned long) const [307]
                0.00    0.00      25/25          std::_Identity<int>::operator()(int const&) const [854]
                0.00    0.00      25/50          std::tr1::__detail::_Hash_code_base<int, int, std::_Identity<int>, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_M_hash_code(int const&) const [796]
                0.00    0.00      25/50          std::tr1::_Hashtable<int, int, std::allocator<int>, std::_Identity<int>, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::_M_find_node(std::tr1::__detail::_Hash_node<int, false>*, int const&, unsigned long) const [793]
                0.00    0.00      25/25          std::pair<std::tr1::__detail::_Hashtable_iterator<int, true, false>, bool> std::make_pair<std::tr1::__detail::_Hashtable_iterator<int, true, false>, bool>(std::tr1::__detail::_Hashtable_iterator<int, true, false>, bool) [861]
-----------------------------------------------
                                  10             aalta_formula::simplify_until(aalta_formula*, aalta_formula*) <cycle 1> [290]
                                  20             aalta_formula::simplify_next(aalta_formula*) <cycle 1> [281]
                                  22             aalta_formula::simplify_release(aalta_formula*, aalta_formula*) <cycle 1> [266]
                                  51             aalta_formula::split(int, std::list<aalta_formula*, std::allocator<aalta_formula*> >&, bool) <cycle 1> [289]
                0.00    0.00       1/1           nondeter_sat(int, char**) [2]
[303]    0.0    0.00    0.00     104         aalta_formula::simplify() <cycle 1> [303]
                0.00    0.00      12/525737      aalta_formula::unique() [38]
                                  20             aalta_formula::simplify_next(aalta_formula*) <cycle 1> [281]
                                  15             aalta_formula::simplify_or(aalta_formula*, aalta_formula*) <cycle 1> [249]
                                  11             aalta_formula::simplify_release(aalta_formula*, aalta_formula*) <cycle 1> [266]
                                   5             aalta_formula::simplify_until(aalta_formula*, aalta_formula*) <cycle 1> [290]
                                   2             aalta_formula::simplify_and(aalta_formula*, aalta_formula*) <cycle 1> [283]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [282]
[304]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN13aalta_formula5namesE [304]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [305]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN13aalta_formula5namesE [304]
[305]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [305]
                0.00    0.00       1/290046      std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> >::unordered_set(unsigned long, aalta_formula::af_prt_hash2 const&, aalta_formula::af_prt_eq const&, std::allocator<aalta_formula*> const&) [24]
                0.00    0.00       1/1           std::tr1::unordered_map<std::string, int, std::tr1::hash<std::string>, std::equal_to<std::string>, std::allocator<std::pair<std::string const, int> > >::unordered_map(unsigned long, std::tr1::hash<std::string> const&, std::equal_to<std::string> const&, std::allocator<std::pair<std::string const, int> > const&) [350]
                0.00    0.00       1/1           std::tr1::unordered_set<std::list<aalta_formula*, std::allocator<aalta_formula*> >*, aalta_formula::tag_prt_hash, aalta_formula::tag_prt_eq, std::allocator<std::list<aalta_formula*, std::allocator<aalta_formula*> >*> >::unordered_set(unsigned long, aalta_formula::tag_prt_hash const&, aalta_formula::tag_prt_eq const&, std::allocator<std::list<aalta_formula*, std::allocator<aalta_formula*> >*> const&) [353]
                0.00    0.00       1/1           std::tr1::unordered_map<aalta_formula*, aalta_formula*, aalta_formula::af_prt_hash, aalta_formula::af_prt_eq, std::allocator<std::pair<aalta_formula* const, aalta_formula*> > >::unordered_map(unsigned long, aalta_formula::af_prt_hash const&, aalta_formula::af_prt_eq const&, std::allocator<std::pair<aalta_formula* const, aalta_formula*> > const&) [349]
                0.00    0.00       1/1           std::vector<std::string, std::allocator<std::string> >::vector() [1373]
                0.00    0.00       1/1           std::allocator<std::pair<std::string const, int> >::allocator() [1241]
                0.00    0.00       1/21          std::allocator<std::pair<std::string const, int> >::~allocator() [871]
                0.00    0.00       1/290049      std::allocator<aalta_formula*>::allocator() [479]
                0.00    0.00       1/2184207     std::allocator<aalta_formula*>::~allocator() [391]
                0.00    0.00       1/1           std::allocator<std::list<aalta_formula*, std::allocator<aalta_formula*> >*>::allocator() [1230]
                0.00    0.00       1/1           std::allocator<std::list<aalta_formula*, std::allocator<aalta_formula*> >*>::~allocator() [1231]
                0.00    0.00       1/1           std::allocator<std::pair<aalta_formula* const, aalta_formula*> >::allocator() [1240]
                0.00    0.00       1/11          std::allocator<std::pair<aalta_formula* const, aalta_formula*> >::~allocator() [926]
-----------------------------------------------
                0.00    0.00      10/50          std::tr1::__detail::_Map_base<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, true, std::tr1::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::tr1::hash<std::string>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true> >::operator[](std::string const&) [326]
                0.00    0.00      40/50          std::tr1::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::tr1::hash<std::string>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::find(std::string const&) [311]
[306]    0.0    0.00    0.00      50         std::tr1::__detail::_Hash_code_base<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::tr1::hash<std::string>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::string const&, unsigned long, unsigned long) const [306]
                0.00    0.00      50/1935548     std::tr1::__detail::_Mod_range_hashing::operator()(unsigned long, unsigned long) const [60]
-----------------------------------------------
                0.00    0.00      25/50          std::tr1::_Hashtable<int, int, std::allocator<int>, std::_Identity<int>, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::find(int const&) [327]
                0.00    0.00      25/50          std::tr1::_Hashtable<int, int, std::allocator<int>, std::_Identity<int>, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::_M_insert(int const&, std::tr1::integral_constant<bool, true>) [302]
[307]    0.0    0.00    0.00      50         std::tr1::__detail::_Hash_code_base<int, int, std::_Identity<int>, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_M_bucket_index(int const&, unsigned long, unsigned long) const [307]
                0.00    0.00      50/1935548     std::tr1::__detail::_Mod_range_hashing::operator()(unsigned long, unsigned long) const [60]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [282]
[308]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN10sat_solver3dfnE [308]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [309]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN10sat_solver3dfnE [308]
[309]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [309]
                0.00    0.00       2/2           std::tr1::unordered_map<aalta_formula*, int, std::tr1::hash<aalta_formula*>, std::equal_to<aalta_formula*>, std::allocator<std::pair<aalta_formula* const, int> > >::unordered_map(unsigned long, std::tr1::hash<aalta_formula*> const&, std::equal_to<aalta_formula*> const&, std::allocator<std::pair<aalta_formula* const, int> > const&) [319]
                0.00    0.00       1/1           std::tr1::unordered_set<aalta_formula*, std::tr1::hash<aalta_formula*>, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >::unordered_set(unsigned long, std::tr1::hash<aalta_formula*> const&, std::equal_to<aalta_formula*> const&, std::allocator<aalta_formula*> const&) [333]
                0.00    0.00       2/4           std::allocator<std::pair<aalta_formula* const, int> >::allocator() [1035]
                0.00    0.00       2/198         std::allocator<std::pair<aalta_formula* const, int> >::~allocator() [709]
                0.00    0.00       1/1           std::vector<std::tr1::unordered_set<aalta_formula*, std::tr1::hash<aalta_formula*>, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> >, std::allocator<std::tr1::unordered_set<aalta_formula*, std::tr1::hash<aalta_formula*>, std::equal_to<aalta_formula*>, std::allocator<aalta_formula*> > > >::vector() [1362]
                0.00    0.00       1/2           std::vector<aalta_formula*, std::allocator<aalta_formula*> >::vector() [1107]
                0.00    0.00       1/290049      std::allocator<aalta_formula*>::allocator() [479]
                0.00    0.00       1/2184207     std::allocator<aalta_formula*>::~allocator() [391]
-----------------------------------------------
                0.00    0.00      25/25          std::tr1::_Hashtable<int, int, std::allocator<int>, std::_Identity<int>, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::_M_insert(int const&, std::tr1::integral_constant<bool, true>) [302]
[310]    0.0    0.00    0.00      25         std::tr1::_Hashtable<int, int, std::allocator<int>, std::_Identity<int>, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::_M_insert_bucket(int const&, unsigned long, unsigned long) [310]
                0.00    0.00      25/711097      std::tr1::__detail::_Prime_rehash_policy::_M_need_rehash(unsigned long, unsigned long, unsigned long) const [73]
                0.00    0.00      25/25          std::tr1::_Hashtable<int, int, std::allocator<int>, std::_Identity<int>, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::_M_allocate_node(int const&) [856]
                0.00    0.00      25/25          std::tr1::__detail::_Hash_code_base<int, int, std::_Identity<int>, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_M_store_code(std::tr1::__detail::_Hash_node<int, false>*, unsigned long) const [853]
                0.00    0.00      25/25          std::tr1::__detail::_Hashtable_iterator<int, true, false>::_Hashtable_iterator(std::tr1::__detail::_Hash_node<int, false>*, std::tr1::__detail::_Hash_node<int, false>**) [858]
-----------------------------------------------
                0.00    0.00       5/40          aalta_formula::mark_until() [74]
                0.00    0.00      35/40          aalta_formula::build_atom(char const*, bool) [271]
[311]    0.0    0.00    0.00      40         std::tr1::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::tr1::hash<std::string>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::find(std::string const&) [311]
                0.00    0.00      40/50          std::tr1::__detail::_Hash_code_base<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::tr1::hash<std::string>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::string const&, unsigned long, unsigned long) const [306]
                0.00    0.00      40/50          std::tr1::__detail::_Hash_code_base<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::tr1::hash<std::string>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_M_hash_code(std::string const&) const [795]
                0.00    0.00      40/50          std::tr1::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::tr1::hash<std::string>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_find_node(std::tr1::__detail::_Hash_node<std::pair<std::string const, int>, false>*, std::string const&, unsigned long) const [792]
                0.00    0.00      30/40          std::tr1::__detail::_Hashtable_iterator<std::pair<std::string const, int>, false, false>::_Hashtable_iterator(std::tr1::__detail::_Hash_node<std::pair<std::string const, int>, false>*, std::tr1::__detail::_Hash_node<std::pair<std::string const, int>, false>**) [807]
                0.00    0.00      10/50          std::tr1::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::tr1::hash<std::string>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::end() [798]
-----------------------------------------------
                0.00    0.00      11/11          aalta_formula::simplify_release(aalta_formula*, aalta_formula*) <cycle 1> [266]
[312]    0.0    0.00    0.00      11         aalta_formula::contain(aalta_formula::poskind, int, aalta_formula::poskind, int, aalta_formula*) [312]
                0.00    0.00      11/128         aalta_formula::contain(aalta_formula::poskind, int, aalta_formula*) [270]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [282]
[313]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN16nondeter_checker14_visited_edgesE [313]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [314]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN16nondeter_checker14_visited_edgesE [313]
[314]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [314]
                0.00    0.00       1/290046      std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> >::unordered_set(unsigned long, aalta_formula::af_prt_hash2 const&, aalta_formula::af_prt_eq const&, std::allocator<aalta_formula*> const&) [24]
                0.00    0.00       1/2           std::tr1::unordered_map<aalta_formula*, int, aalta_formula::af_prt_hash, aalta_formula::af_prt_eq, std::allocator<std::pair<aalta_formula* const, int> > >::unordered_map(unsigned long, aalta_formula::af_prt_hash const&, aalta_formula::af_prt_eq const&, std::allocator<std::pair<aalta_formula* const, int> > const&) [318]
                0.00    0.00       1/1           std::vector<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> >, std::allocator<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> > > >::vector() [1363]
                0.00    0.00       1/2           std::vector<aalta_formula*, std::allocator<aalta_formula*> >::vector() [1107]
                0.00    0.00       1/290049      std::allocator<aalta_formula*>::allocator() [479]
                0.00    0.00       1/2184207     std::allocator<aalta_formula*>::~allocator() [391]
                0.00    0.00       1/4           std::allocator<std::pair<aalta_formula* const, int> >::allocator() [1035]
                0.00    0.00       1/198         std::allocator<std::pair<aalta_formula* const, int> >::~allocator() [709]
-----------------------------------------------
                0.00    0.00       1/1           Minisat::Solver::analyze(unsigned int, Minisat::vec<Minisat::Lit>&, int&) [241]
[315]    0.0    0.00    0.00       1         Minisat::Solver::litRedundant(Minisat::Lit, unsigned int) [315]
                0.00    0.00      91/3382897     Minisat::var(Minisat::Lit) [105]
                0.00    0.00      11/515057      Minisat::ClauseAllocator::operator[](unsigned int) [142]
                0.00    0.00      11/5378190     Minisat::vec<Minisat::Lit>::operator[](int) [104]
                0.00    0.00      34/142585      Minisat::Solver::reason(int) const [509]
                0.00    0.00      34/1718903     Minisat::vec<char>::operator[](int) [393]
                0.00    0.00      25/4461596     Minisat::vec<Minisat::Lit>::size() const [381]
                0.00    0.00      23/1207292     Minisat::vec<Minisat::Lit>::push(Minisat::Lit const&) [396]
                0.00    0.00      22/22          Minisat::vec<Minisat::Lit>::last() [865]
                0.00    0.00      22/738806      Minisat::Clause::size() const [423]
                0.00    0.00      12/306407      Minisat::Clause::operator[](int) [477]
                0.00    0.00      12/872         Minisat::Solver::level(int) const [677]
                0.00    0.00      11/11          Minisat::vec<Minisat::Lit>::pop() [919]
                0.00    0.00      11/35          Minisat::Solver::abstractLevel(int) const [817]
                0.00    0.00       1/783598      Minisat::vec<Minisat::Lit>::clear(bool) [421]
                0.00    0.00       1/390737      Minisat::vec<Minisat::Lit>::shrink(int) [460]
-----------------------------------------------
                0.00    0.00       2/2           std::tr1::__unordered_map<aalta_formula*, int, aalta_formula::af_prt_hash, aalta_formula::af_prt_eq, std::allocator<std::pair<aalta_formula* const, int> >, false>::__unordered_map(unsigned long, aalta_formula::af_prt_hash const&, aalta_formula::af_prt_eq const&, std::allocator<std::pair<aalta_formula* const, int> > const&) [320]
[316]    0.0    0.00    0.00       2         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_Hashtable(unsigned long, aalta_formula::af_prt_hash const&, std::tr1::__detail::_Mod_range_hashing const&, std::tr1::__detail::_Default_ranged_hash const&, aalta_formula::af_prt_eq const&, std::_Select1st<std::pair<aalta_formula* const, int> > const&, std::allocator<std::pair<aalta_formula* const, int> > const&) [316]
                0.00    0.00       2/293000      std::tr1::__detail::_Prime_rehash_policy::_M_next_bkt(unsigned long) const [30]
                0.00    0.00       2/293000      std::tr1::__detail::_Prime_rehash_policy::_Prime_rehash_policy(float) [148]
                0.00    0.00       2/2           std::tr1::__detail::_Hash_code_base<aalta_formula*, std::pair<aalta_formula* const, int>, std::_Select1st<std::pair<aalta_formula* const, int> >, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_Hash_code_base(std::_Select1st<std::pair<aalta_formula* const, int> > const&, aalta_formula::af_prt_eq const&, aalta_formula::af_prt_hash const&, std::tr1::__detail::_Mod_range_hashing const&, std::tr1::__detail::_Default_ranged_hash const&) [1102]
                0.00    0.00       2/4           std::allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false> >::allocator<std::pair<aalta_formula* const, int> >(std::allocator<std::pair<aalta_formula* const, int> > const&) [1033]
                0.00    0.00       2/2           std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_allocate_buckets(unsigned long) [1086]
-----------------------------------------------
                0.00    0.00       2/2           std::tr1::__unordered_map<aalta_formula*, int, std::tr1::hash<aalta_formula*>, std::equal_to<aalta_formula*>, std::allocator<std::pair<aalta_formula* const, int> >, false>::__unordered_map(unsigned long, std::tr1::hash<aalta_formula*> const&, std::equal_to<aalta_formula*> const&, std::allocator<std::pair<aalta_formula* const, int> > const&) [321]
[317]    0.0    0.00    0.00       2         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, std::equal_to<aalta_formula*>, std::tr1::hash<aalta_formula*>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_Hashtable(unsigned long, std::tr1::hash<aalta_formula*> const&, std::tr1::__detail::_Mod_range_hashing const&, std::tr1::__detail::_Default_ranged_hash const&, std::equal_to<aalta_formula*> const&, std::_Select1st<std::pair<aalta_formula* const, int> > const&, std::allocator<std::pair<aalta_formula* const, int> > const&) [317]
                0.00    0.00       2/293000      std::tr1::__detail::_Prime_rehash_policy::_M_next_bkt(unsigned long) const [30]
                0.00    0.00       2/293000      std::tr1::__detail::_Prime_rehash_policy::_Prime_rehash_policy(float) [148]
                0.00    0.00       2/2           std::tr1::__detail::_Hash_code_base<aalta_formula*, std::pair<aalta_formula* const, int>, std::_Select1st<std::pair<aalta_formula* const, int> >, std::equal_to<aalta_formula*>, std::tr1::hash<aalta_formula*>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_Hash_code_base(std::_Select1st<std::pair<aalta_formula* const, int> > const&, std::equal_to<aalta_formula*> const&, std::tr1::hash<aalta_formula*> const&, std::tr1::__detail::_Mod_range_hashing const&, std::tr1::__detail::_Default_ranged_hash const&) [1103]
                0.00    0.00       2/4           std::allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false> >::allocator<std::pair<aalta_formula* const, int> >(std::allocator<std::pair<aalta_formula* const, int> > const&) [1033]
                0.00    0.00       2/2           std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, std::equal_to<aalta_formula*>, std::tr1::hash<aalta_formula*>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_allocate_buckets(unsigned long) [1091]
-----------------------------------------------
                0.00    0.00       1/2           __static_initialization_and_destruction_0(int, int) [314]
                0.00    0.00       1/2           __static_initialization_and_destruction_0(int, int) [324]
[318]    0.0    0.00    0.00       2         std::tr1::unordered_map<aalta_formula*, int, aalta_formula::af_prt_hash, aalta_formula::af_prt_eq, std::allocator<std::pair<aalta_formula* const, int> > >::unordered_map(unsigned long, aalta_formula::af_prt_hash const&, aalta_formula::af_prt_eq const&, std::allocator<std::pair<aalta_formula* const, int> > const&) [318]
                0.00    0.00       2/2           std::tr1::__unordered_map<aalta_formula*, int, aalta_formula::af_prt_hash, aalta_formula::af_prt_eq, std::allocator<std::pair<aalta_formula* const, int> >, false>::__unordered_map(unsigned long, aalta_formula::af_prt_hash const&, aalta_formula::af_prt_eq const&, std::allocator<std::pair<aalta_formula* const, int> > const&) [320]
-----------------------------------------------
