Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00    1456/1456        bool Minisat::eagerMatch<Minisat::StreamBuffer>(Minisat::StreamBuffer&, char const*) [242]
                0.00    0.00    1456/12732       Minisat::vec<Minisat::Lit>::vec() [592]
                0.00    0.00    1456/2591803     Minisat::Solver::nVars() const [388]
                0.00    0.00    1456/12732       Minisat::vec<Minisat::Lit>::~vec() [593]
-----------------------------------------------
                0.00    0.47      68/68          nondeter_prog_state::get_next_pair() [5]
[9]     40.9    0.00    0.47      68         nondeter_prog_state::unsat_core(aalta_formula*) [9]
                0.00    0.43     810/1456        aalta_formula::SAT() [6]
                0.00    0.03     810/1185        aalta_formula::flatted() [36]
                0.00    0.00     878/3875        nondeter_prog_state::convert_to_formula(std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> >) [88]
                0.00    0.00      68/5570        aalta_formula::to_set() [13]
                0.00    0.00     810/92867       std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> >::operator=(std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> > const&) [40]
                0.00    0.00     878/6185        std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> >::unordered_set(std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> > const&) [193]
                0.00    0.00    1960/296225      std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> >::~unordered_set() [51]
                0.00    0.00    1505/190842      aalta_formula::aalta_formula(int, aalta_formula*, aalta_formula*, std::list<aalta_formula*, std::allocator<aalta_formula*> >*) [62]
                0.00    0.00     810/872         std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::erase(aalta_formula* const&) [228]
                0.00    0.00    1558/197604      std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::find(aalta_formula* const&) [72]
                0.00    0.00    1505/525737      aalta_formula::unique() [38]
                0.00    0.00     444/476706      std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::insert(aalta_formula* const&) [19]
                0.00    0.00    3252/428551      std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::end() [95]
                0.00    0.00      68/91312       void std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::insert<std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false> >(std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false>, std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false>) [21]
                0.00    0.00     204/290046      std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> >::unordered_set(unsigned long, aalta_formula::af_prt_hash2 const&, aalta_formula::af_prt_eq const&, std::allocator<aalta_formula*> const&) [24]
                0.00    0.00    1558/98761       std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false>::operator++(int) [198]
                0.00    0.00     136/96764       std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::begin() [204]
                0.00    0.00    3184/1230071     bool std::tr1::__detail::operator!=<aalta_formula*, false>(std::tr1::__detail::_Hashtable_iterator_base<aalta_formula*, false> const&, std::tr1::__detail::_Hashtable_iterator_base<aalta_formula*, false> const&) [395]
                0.00    0.00    3178/539849      std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false>::operator*() const [433]
                0.00    0.00    1505/852128      aalta_formula::~aalta_formula() [408]
                0.00    0.00     810/2595        std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::empty() const [645]
                0.00    0.00     204/290049      std::allocator<aalta_formula*>::allocator() [479]
                0.00    0.00     204/2184207     std::allocator<aalta_formula*>::~allocator() [391]
-----------------------------------------------
                0.01    0.28  486481/486481      void Minisat::parse_DIMACS_main<Minisat::StreamBuffer, Minisat::Solver>(Minisat::StreamBuffer&, Minisat::Solver&) [8]
[10]    25.6    0.01    0.28  486481         void Minisat::readClause<Minisat::StreamBuffer, Minisat::Solver>(Minisat::StreamBuffer&, Minisat::Solver&, Minisat::vec<Minisat::Lit>&) [10]
                0.05    0.15 1656478/1659390     int Minisat::parseInt<Minisat::StreamBuffer>(Minisat::StreamBuffer&) [14]
                0.00    0.08  413261/413261      Minisat::Solver::newVar(bool, bool) [27]
                0.01    0.00 1169997/2292656     Minisat::mkLit(int, bool) [106]
                0.00    0.00  740437/2076716     Minisat::operator~(Minisat::Lit) [171]
                0.00    0.00 1583258/2591803     Minisat::Solver::nVars() const [388]
                0.00    0.00 1169997/1207292     Minisat::vec<Minisat::Lit>::push(Minisat::Lit const&) [396]
                0.00    0.00  486481/783598      Minisat::vec<Minisat::Lit>::clear(bool) [421]
-----------------------------------------------
                0.00    0.25     115/115         nondeter_prog_state::get_next_pair() [5]
[11]    21.5    0.00    0.25     115         nondeter_prog_state::assignment_pair(std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> >) [11]
                0.00    0.23     115/115         nondeter_prog_state::next_in(aalta_formula*) [12]
                0.00    0.02     115/115         nondeter_prog_state::current_in(aalta_formula*) [82]
                0.00    0.00     115/521         checker::print(std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> >) [155]
                0.00    0.00     115/3875        nondeter_prog_state::convert_to_formula(std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> >) [88]
                0.00    0.00       7/7           nondeter_prog_state::no_need_fulfilled(aalta_formula*) [224]
                0.00    0.00    1150/197604      std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::find(aalta_formula* const&) [72]
                0.00    0.00     345/6185        std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> >::unordered_set(std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> > const&) [193]
                0.00    0.00    2415/428551      std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::end() [95]
                0.00    0.00     460/296225      std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> >::~unordered_set() [51]
                0.00    0.00     115/92867       std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> >::operator=(std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> > const&) [40]
                0.00    0.00     115/231         std::pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> >, aalta_formula*> std::make_pair<std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> >, aalta_formula*>(std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> >, aalta_formula*) [235]
                0.00    0.00     147/190842      aalta_formula::aalta_formula(int, aalta_formula*, aalta_formula*, std::list<aalta_formula*, std::allocator<aalta_formula*> >*) [62]
                0.00    0.00    1150/98761       std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false>::operator++(int) [198]
                0.00    0.00     147/525737      aalta_formula::unique() [38]
                0.00    0.00      36/872         std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::erase(aalta_formula* const&) [228]
                0.00    0.00     115/96764       std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::begin() [204]
                0.00    0.00    2415/1230071     bool std::tr1::__detail::operator!=<aalta_formula*, false>(std::tr1::__detail::_Hashtable_iterator_base<aalta_formula*, false> const&, std::tr1::__detail::_Hashtable_iterator_base<aalta_formula*, false> const&) [395]
                0.00    0.00    1186/539849      std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false>::operator*() const [433]
                0.00    0.00     230/2595        std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::empty() const [645]
                0.00    0.00     147/852128      aalta_formula::~aalta_formula() [408]
                0.00    0.00     115/2072854     aalta_formula::oper() const [392]
-----------------------------------------------
                                7378             nondeter_prog_state::next_in(aalta_formula*) [12]
                0.00    0.23     115/115         nondeter_prog_state::assignment_pair(std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> >) [11]
[12]    19.7    0.00    0.23     115+7378    nondeter_prog_state::next_in(aalta_formula*) [12]
                0.01    0.19    5078/5570        aalta_formula::to_set() [13]
                0.00    0.01    2539/3875        nondeter_prog_state::convert_to_formula(std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> >) [88]
                0.00    0.01    5078/91312       void std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::insert<std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false> >(std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false>, std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false>) [21]
                0.00    0.00   14986/290046      std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> >::unordered_set(unsigned long, aalta_formula::af_prt_hash2 const&, aalta_formula::af_prt_eq const&, std::allocator<aalta_formula*> const&) [24]
                0.00    0.00   22603/296225      std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> >::~unordered_set() [51]
                0.00    0.00    5078/92867       std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> >::operator=(std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> > const&) [40]
                0.00    0.00    2539/6185        std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> >::unordered_set(std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> > const&) [193]
                0.00    0.00    5078/428551      std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::end() [95]
                0.00    0.00    5078/96764       std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::begin() [204]
                0.00    0.00    8460/170760      aalta_formula::TRUE() [362]
                0.00    0.00   14986/290049      std::allocator<aalta_formula*>::allocator() [479]
                0.00    0.00   14986/2184207     std::allocator<aalta_formula*>::~allocator() [391]
                0.00    0.00   11297/2072854     aalta_formula::oper() const [392]
                0.00    0.00    6343/25639       aalta_formula::r_af() const [577]
                0.00    0.00    3689/14284       aalta_formula::l_af() const [591]
                                7378             nondeter_prog_state::next_in(aalta_formula*) [12]
-----------------------------------------------
                               67344             aalta_formula::to_set() [13]
                0.00    0.00       1/5570        nondeter_prog_state::set_global() [244]
                0.00    0.00       3/5570        nondeter_prog_state::invariant_core(aalta_formula*) [185]
                0.00    0.00       7/5570        nondeter_prog_state::no_need_fulfilled(aalta_formula*) [224]
                0.00    0.00      12/5570        nondeter_prog_state::contain(aalta_formula*, aalta_formula*) [212]
                0.00    0.00      28/5570        nondeter_checker::get_next_formula(aalta_formula*, std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> >) [203]
                0.00    0.00      68/5570        nondeter_prog_state::unsat_core(aalta_formula*) [9]
                0.00    0.01     181/5570        nondeter_prog_state::erase_global(aalta_formula*) [154]
                0.00    0.01     192/5570        nondeter_prog_state::get_new_potential(aalta_formula*, aalta_formula*) [28]
                0.01    0.19    5078/5570        nondeter_prog_state::next_in(aalta_formula*) [12]
[13]    19.1    0.01    0.21    5570+67344   aalta_formula::to_set() [13]
                0.00    0.07   67344/91312       void std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::insert<std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false> >(std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false>, std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false>) [21]
                0.00    0.06  218742/290046      std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> >::unordered_set(unsigned long, aalta_formula::af_prt_hash2 const&, aalta_formula::af_prt_eq const&, std::allocator<aalta_formula*> const&) [24]
                0.00    0.03   67344/92867       std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> >::operator=(std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> > const&) [40]
                0.00    0.03  213172/296225      std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> >::~unordered_set() [51]
                0.00    0.01   39242/476706      std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::insert(aalta_formula* const&) [19]
                0.00    0.01   67344/456444      std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::clear() [34]
                0.00    0.00   67344/428551      std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::end() [95]
                0.00    0.00   67344/96764       std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::begin() [204]
                0.00    0.00  218742/290049      std::allocator<aalta_formula*>::allocator() [479]
                0.00    0.00  218742/2184207     std::allocator<aalta_formula*>::~allocator() [391]
                0.00    0.00   72914/2072854     aalta_formula::oper() const [392]
                               67344             aalta_formula::to_set() [13]
-----------------------------------------------
                0.00    0.00    2912/1659390     void Minisat::parse_DIMACS_main<Minisat::StreamBuffer, Minisat::Solver>(Minisat::StreamBuffer&, Minisat::Solver&) [8]
                0.05    0.15 1656478/1659390     void Minisat::readClause<Minisat::StreamBuffer, Minisat::Solver>(Minisat::StreamBuffer&, Minisat::Solver&, Minisat::vec<Minisat::Lit>&) [10]
[14]    17.6    0.05    0.15 1659390         int Minisat::parseInt<Minisat::StreamBuffer>(Minisat::StreamBuffer&) [14]
                0.08    0.00 18095705/30992771     Minisat::StreamBuffer::operator*() const [18]
                0.02    0.04 1659390/2148783     void Minisat::skipWhitespace<Minisat::StreamBuffer>(Minisat::StreamBuffer&) [26]
                0.01    0.00 4253501/5921627     Minisat::StreamBuffer::operator++() [102]
-----------------------------------------------
                0.03    0.15  486481/486481      void Minisat::parse_DIMACS_main<Minisat::StreamBuffer, Minisat::Solver>(Minisat::StreamBuffer&, Minisat::Solver&) [8]
[15]    15.6    0.03    0.15  486481         Minisat::Solver::addClause_(Minisat::vec<Minisat::Lit>&) [15]
                0.00    0.03  245691/282738      Minisat::Solver::propagate() [45]
                0.00    0.03  430049/430049      void Minisat::sort<Minisat::Lit>(Minisat::vec<Minisat::Lit>&) [57]
                0.01    0.01  143574/143590      Minisat::Solver::attachClause(unsigned int) [79]
                0.00    0.02  143574/143590      unsigned int Minisat::ClauseAllocator::alloc<Minisat::vec<Minisat::Lit> >(Minisat::vec<Minisat::Lit> const&, bool) [81]
                0.00    0.01 1902407/2524930     Minisat::Solver::value(Minisat::Lit) const [87]
                0.01    0.00 4788497/5378190     Minisat::vec<Minisat::Lit>::operator[](int) [104]
                0.01    0.00  931230/1114736     Minisat::Lit::operator==(Minisat::Lit) const [108]
                0.00    0.01  245691/327161      Minisat::Solver::uncheckedEnqueue(Minisat::Lit, unsigned int) [153]
                0.01    0.00  486481/888470      Minisat::Solver::decisionLevel() const [110]
                0.00    0.00 1902407/5733750     Minisat::lbool::lbool(unsigned char) [103]
                0.00    0.00  931230/2076716     Minisat::operator~(Minisat::Lit) [171]
                0.00    0.00 2140646/4461596     Minisat::vec<Minisat::Lit>::size() const [381]
                0.00    0.00  971177/2751084     Minisat::lbool::operator==(Minisat::lbool) const [384]
                0.00    0.00  931230/982674      Minisat::lbool::operator!=(Minisat::lbool) const [400]
                0.00    0.00  569723/625408      Minisat::Lit::operator!=(Minisat::Lit) const [428]
                0.00    0.00  390102/390737      Minisat::vec<Minisat::Lit>::shrink(int) [460]
                0.00    0.00  143574/143590      Minisat::vec<unsigned int>::push(unsigned int const&) [504]
-----------------------------------------------
                0.00    0.16    1456/1456        aalta_formula::SAT() [6]
[16]    14.1    0.00    0.16    1456         aalta_formula::toDIMACS(std::tr1::unordered_map<int, aalta_formula*, std::tr1::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, aalta_formula*> > >&) [16]
                0.05    0.10    1456/1456        aalta_formula::plus(std::tr1::unordered_map<int, aalta_formula*, std::tr1::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, aalta_formula*> > >&, std::tr1::unordered_map<aalta_formula, int, aalta_formula::af_hash, std::equal_to<aalta_formula>, std::allocator<std::pair<aalta_formula const, int> > >&, int&, int&, int) <cycle 3> [32]
                0.00    0.01    1456/1456        std::tr1::unordered_map<aalta_formula, int, aalta_formula::af_hash, std::equal_to<aalta_formula>, std::allocator<std::pair<aalta_formula const, int> > >::~unordered_map() [137]
                0.00    0.00    1456/1456        std::tr1::unordered_map<aalta_formula, int, aalta_formula::af_hash, std::equal_to<aalta_formula>, std::allocator<std::pair<aalta_formula const, int> > >::unordered_map(unsigned long, aalta_formula::af_hash const&, std::equal_to<aalta_formula> const&, std::allocator<std::pair<aalta_formula const, int> > const&) [218]
                0.00    0.00    2912/1171458     std::string convert_to_string<int>(int) [107]
                0.00    0.00    2912/2072854     aalta_formula::oper() const [392]
                0.00    0.00    2912/1327564     std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [394]
                0.00    0.00    2912/1036719     std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [399]
                0.00    0.00    1456/1456        std::allocator<std::pair<aalta_formula const, int> >::allocator() [670]
                0.00    0.00    1456/144462      std::allocator<std::pair<aalta_formula const, int> >::~allocator() [502]
                0.00    0.00    1456/53493       std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [562]
-----------------------------------------------
[17]    13.2    0.05    0.10    1456+117750  <cycle 3 as a whole> [17]
                0.04    0.06  107792+315156      aalta_formula::minus(std::tr1::unordered_map<int, aalta_formula*, std::tr1::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, aalta_formula*> > >&, std::tr1::unordered_map<aalta_formula, int, aalta_formula::af_hash, std::equal_to<aalta_formula>, std::allocator<std::pair<aalta_formula const, int> > >&, int&, int&, int) <cycle 3> [22]
                0.02    0.04   11414+368360      aalta_formula::plus(std::tr1::unordered_map<int, aalta_formula*, std::tr1::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, aalta_formula*> > >&, std::tr1::unordered_map<aalta_formula, int, aalta_formula::af_hash, std::equal_to<aalta_formula>, std::allocator<std::pair<aalta_formula const, int> > >&, int&, int&, int) <cycle 3> [32]
-----------------------------------------------
                0.00    0.00    7280/30992771     bool Minisat::eagerMatch<Minisat::StreamBuffer>(Minisat::StreamBuffer&, char const*) [242]
                0.01    0.00 1950292/30992771     void Minisat::parse_DIMACS_main<Minisat::StreamBuffer, Minisat::Solver>(Minisat::StreamBuffer&, Minisat::Solver&) [8]
                0.05    0.00 10939494/30992771     void Minisat::skipWhitespace<Minisat::StreamBuffer>(Minisat::StreamBuffer&) [26]
                0.08    0.00 18095705/30992771     int Minisat::parseInt<Minisat::StreamBuffer>(Minisat::StreamBuffer&) [14]
[18]    12.2    0.14    0.00 30992771         Minisat::StreamBuffer::operator*() const [18]
-----------------------------------------------
                0.00    0.00      11/476706      nondeter_prog_state::invariant_core(aalta_formula*) [185]
                0.00    0.00      11/476706      nondeter_prog_state::set_global() [244]
                0.00    0.00      30/476706      aalta_formula::simplify_or(aalta_formula*, aalta_formula*) <cycle 1> [249]
                0.00    0.00      35/476706      aalta_formula::get_alphabet() [223]
                0.00    0.00      60/476706      nondeter_checker::collect_until(std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> >) [236]
                0.00    0.00     119/476706      nondeter_checker::get_nexts(aalta_formula*) [182]
                0.00    0.00     280/476706      nondeter_checker::get_next_formula(aalta_formula*, std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> >) [203]
                0.00    0.00     444/476706      nondeter_prog_state::unsat_core(aalta_formula*) [9]
                0.00    0.00     456/476706      nondeter_prog_state::get_new_potential(aalta_formula*, aalta_formula*) [28]
                0.00    0.00     890/476706      nondeter_prog_state::erase_global(aalta_formula*) [154]
                0.00    0.00     957/476706      nondeter_prog_state::get_until_element_of(aalta_formula*) [61]
                0.00    0.00    1150/476706      nondeter_prog_state::current_in(aalta_formula*) [82]
                0.00    0.01   26529/476706      aalta_formula::SAT() [6]
                0.00    0.01   31955/476706      aalta_formula::unique() [38]
                0.00    0.01   39242/476706      aalta_formula::to_set() [13]
                0.00    0.08  374537/476706      void std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::insert<std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false> >(std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false>, std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false>) [21]
